Source File,Timestamp,MySQL tpm
trx4.json,2025-06-08 00:40:55,46938
trx4.json,2025-06-08 00:41:05,42282
trx4.json,2025-06-08 00:41:15,51282
trx4.json,2025-06-08 00:41:25,58524
trx4.json,2025-06-08 00:41:35,37548
trx4.json,2025-06-08 00:41:46,52650
trx4.json,2025-06-08 00:41:56,61206
trx4.json,2025-06-08 00:42:06,65244
trx4.json,2025-06-08 00:42:16,71778
trx4.json,2025-06-08 00:42:26,69072
trx4.json,2025-06-08 00:42:36,46386
trx4.json,2025-06-08 00:42:46,50316
trx4.json,2025-06-08 00:42:56,46152
trx4.json,2025-06-08 00:43:06,51678
trx4.json,2025-06-08 00:43:16,48834
trx4.json,2025-06-08 00:43:27,48570
trx4.json,2025-06-08 00:43:37,48558
trx4.json,2025-06-08 00:43:47,50556
trx4.json,2025-06-08 00:43:57,49482
trx4.json,2025-06-08 00:44:07,47094
trx4.json,2025-06-08 00:44:17,50808
trx4.json,2025-06-08 00:44:27,38004
trx4.json,2025-06-08 00:44:37,47730
trx4.json,2025-06-08 00:44:47,47790
trx4.json,2025-06-08 00:44:58,50250
trx4.json,2025-06-08 00:45:08,49056
trx4.json,2025-06-08 00:45:18,41862
trx4.json,2025-06-08 00:45:28,6876
trx5.json,2025-06-08 00:55:34,0
trx5.json,2025-06-08 00:55:44,23862
trx5.json,2025-06-08 00:55:54,45402
trx5.json,2025-06-08 00:56:04,49302
trx5.json,2025-06-08 00:56:14,36150
trx5.json,2025-06-08 00:56:25,48720
trx5.json,2025-06-08 00:56:35,48900
trx5.json,2025-06-08 00:56:45,51234
trx5.json,2025-06-08 00:56:55,51216
trx5.json,2025-06-08 00:57:05,51450
trx5.json,2025-06-08 00:57:15,52248
trx5.json,2025-06-08 00:57:25,52680
trx5.json,2025-06-08 00:57:35,49656
trx5.json,2025-06-08 00:57:45,52176
trx5.json,2025-06-08 00:57:56,38484
trx5.json,2025-06-08 00:58:06,50574
trx5.json,2025-06-08 00:58:16,52194
trx5.json,2025-06-08 00:58:26,50298
trx5.json,2025-06-08 00:58:36,51288
trx5.json,2025-06-08 00:58:46,50928
trx5.json,2025-06-08 00:58:56,55170
trx5.json,2025-06-08 00:59:06,58188
trx5.json,2025-06-08 00:59:16,56622
trx5.json,2025-06-08 00:59:26,67962
trx5.json,2025-06-08 00:59:36,66468
trx5.json,2025-06-08 00:59:47,67062
trx5.json,2025-06-08 00:59:57,74880
trx5.json,2025-06-08 01:00:07,42894
trx5.json,2025-06-08 01:00:17,42810
trx5.json,2025-06-08 01:00:27,48306
trx5.json,2025-06-08 01:00:37,50472
trx5.json,2025-06-08 01:00:47,49476
trx5.json,2025-06-08 01:00:57,46980
trx5.json,2025-06-08 01:01:07,51216
trx5.json,2025-06-08 01:01:17,44664
trx5.json,2025-06-08 01:01:28,41532
trx5.json,2025-06-08 01:01:38,46974
trx5.json,2025-06-08 01:01:48,51390
trx5.json,2025-06-08 01:01:58,48468
trx5.json,2025-06-08 01:02:08,48930
trx5.json,2025-06-08 01:02:18,49350
trx5.json,2025-06-08 01:02:28,49668
trx5.json,2025-06-08 01:02:38,42144
